best_epoch,checkpoint_saved,epoch,lr,train/loss,train/primitive_accuracy,val/avg_max_confidence,val/loss,val/perplexity,val/primitive_accuracy,val/topk_accuracy
0,True,0,2e-05,2.699304167556335,0.7325651458865665,0.5841214337267017,2.826077508417916,16.87912258774624,0.77786211492891,0.9084715639810427
1,True,1,6.000000000000001e-05,1.981056449927967,0.8321676305723492,0.6298265291545628,2.7441630199622202,15.551592111289844,0.7787322274881516,0.9183390106635071
1,False,2,0.0001,1.7661397360976143,0.835222175200487,0.6508086386238229,2.9306789340001145,18.740349638999202,0.7689203199052133,0.906564721563981
1,False,3,9.931634888554937e-05,1.4903713428446288,0.8653092180026728,0.7093767825672976,3.3197543830103218,27.65355754075356,0.7299565561292296,0.8876629146919431
1,False,4,9.728616793536588e-05,1.2726129654698706,0.9179117267673494,0.6958708317853263,3.629868451170447,37.70785586659423,0.6902892970219607,0.8546171504739336
