best_epoch,checkpoint_saved,epoch,lr,train/loss,train/primitive_accuracy,val/avg_max_confidence,val/loss,val/perplexity,val/primitive_accuracy,val/topk_accuracy
0,True,0,3e-06,4.954476163710301,0.10068624295416038,0.07617933974023114,4.397095952553772,81.21467460320454,0.7319127665876777,0.8640711394390224
1,True,1,2.9999999999999997e-05,2.7571105855857314,0.7876453142167394,0.6007079066117228,2.97708955816748,19.630599703287324,0.7794542357819905,0.9140501580249641
2,True,2,2.918585038060976e-05,2.3761579804691944,0.8322626692986702,0.5809934280141835,2.9640671393317635,19.37661912193862,0.779528287914692,0.9187709814846798
