best_epoch,checkpoint_saved,epoch,lr,train/duration_accuracy,train/duration_loss,train/dynamics_accuracy,train/dynamics_loss,train/family_accuracy,train/family_loss,train/loss,train/param_loss,train/param_mae,train/primitive_accuracy,train/primitive_loss,val/duration_accuracy,val/duration_loss,val/dynamics_accuracy,val/dynamics_loss,val/family_accuracy,val/family_avg_confidence,val/family_balanced_accuracy,val/family_entropy,val/family_loss,val/family_macro_f1,val/family_perplexity,val/family_topk_accuracy,val/loss,val/param_loss,val/param_mae,val/primitive_accuracy,val/primitive_avg_confidence,val/primitive_entropy,val/primitive_loss,val/primitive_perplexity,val/primitive_topk_accuracy
0,True,0,3e-06,0.36913009154432125,1.7753785226177905,0.44632577120817896,1.4878099871486128,0.8328946768200642,0.33250084404308794,0.9389133739059827,0.28076652196689095,0.6079564032252361,0.5405751997128749,1.1811537261842173,0.44729956557259176,1.648830989384538,0.5054798578199052,1.3933694182555258,0.874166913507109,0.7335911228617221,0.6726557016372681,0.7995589915751281,0.30486044978228577,0.6057085990905762,1.3564356989007198,1.0,0.6684401836511084,0.19220751973301595,0.474696913389798,0.7724563092417062,0.7658964264166863,1.005462813010148,0.5552741604000859,1.742418621482931,0.8418801836492891
1,True,1,2.9999999999999997e-05,0.5508870597836465,1.4463703068514278,0.5854344283538425,1.2342318121734643,0.8950153139150325,0.21683640072969587,0.517601606889216,0.16902419714218828,0.4478397828437934,0.8429941253468559,0.34899801177080203,0.50729413507109,1.540268354930019,0.561950780027568,1.2966969880447567,0.8718342713270142,0.7725633657515332,0.6784703731536865,0.6969523907978953,0.28287438434764955,0.603703498840332,1.3269384671064695,1.0,0.6267785976036182,0.1436054934328201,0.390987792780614,0.7705309537914692,0.9172209509034858,0.42815354838967323,0.531799173347268,1.7019917337398116,0.8490879246126419
1,False,2,2.918585038060976e-05,0.5864217223056568,1.3688217130817109,0.599635114654718,1.200162957326701,0.9042548203725971,0.193050682528998,0.46782210742211305,0.14320661493026715,0.40528681174384085,0.8551834754304126,0.2766200572737818,0.5085036532503169,1.54893422868297,0.5638514514218009,1.283568872871557,0.8645586492890995,0.7753627720461073,0.6814427971839905,0.6783670943353979,0.2966322171142086,0.5903319120407104,1.345320422622716,1.0,0.6312113019033065,0.12977042073004336,0.37018455783902754,0.7634774881516587,0.9147110303148839,0.42435171086146933,0.5316421214945756,1.7017244537737168,0.8457802626617712
