continuous_param,mean,std
motion_energy,12.361357688903809,1.9170335531234741
chord_size,1.9104149341583252,1.189115285873413
start_state_norm,4.486276149749756,0.8011652231216431
end_state_norm,4.585858345031738,0.5075132846832275
